,uri,type,title,dates
266,/agents/62zT98DV9EabLxzcsjNyve,agent,John Markle,
267,/agents/SXDsvszHYoWpgLufmow35J,agent,William Greenleaf,"[{'expression': '1917-1975', 'begin': '1917', 'end': '1975', 'label': 'existence', 'type': 'range'}]"
268,/agents/iGJBLtygoG4wRmbxQKotaC,agent,Ruben G. Rumbaut,
269,/agents/XMGw7uYP9hjGVUX8cjFbCj,agent,Richard Allison,
270,/agents/Khx9VfHrYQQotmw6JKfFsh,agent,Kalman H.  Silvert,
271,/agents/2K2vXb7biTF8D2jHFDR9EN,agent,Frank Brink,
272,/agents/TjY6aHSFTXekDvB7Fmbq9V,agent,Stephen Schoenbaum,
273,/agents/H8LRdFhn7DRzymsKwwCXyD,agent,Bruce G. Carruthers,
274,/agents/DHixWpKuT9CXxNnMYc4wfh,agent,Edgar D. Draper,
275,/agents/SPk5TBTZNf5bPeJtndFfgV,agent,Paul W. Stanley,
276,/agents/KxyCVxVJvJmyw28ro7W5Vz,agent,Andrew Carnduff Ritchie,
277,/agents/3uc6mWYEKsKrvfgu9Shkk8,agent,David Halle,
278,/agents/9uUYG7H5LPaRJbggo4Vq2u,agent,Bob Wands,
279,/agents/ELxc83SVWaRxj9Rbc3oiZp,agent,"Clayton W., Jr. Frye",
280,/agents/jF5r7UXeEFVtxZyQEmXP68,agent,Paul Duke,
281,/agents/3f5ZVcDY8gYPzoqpiLWJNN,agent,Christopher Kennan,
282,/agents/7sfMGDy687MNKuQukLRAn6,agent,Lingxin Hao,
283,/agents/Z4o4t4b6CmwnFLrrUGEgPw,agent,Max Pinkus,"[{'expression': '1857-1934', 'begin': '1857', 'end': '1934', 'label': 'existence', 'type': 'range'}]"
284,/agents/Q8VQ36TFS3sJxKZZ9XiDPo,agent,Zhen Chao Qian,
285,/agents/KGCMs2z8UiNSVLfb55rdvD,agent,William O. Sweeney,"[{'expression': '1931-1987', 'begin': '1931', 'end': '1987', 'label': 'existence', 'type': 'range'}]"
286,/agents/cgqVY8SwZoc7a9KfenAigc,agent,John Rudd,
287,/agents/88zKMANjzRPqepwbmhyQMs,agent,Katherine Kuder,
288,/agents/HCnqHU3jbH6hNk7KA2putQ,agent,Harry J. Holzer,
289,/agents/n9Lu9EMDhRCXZjwqAmxaP2,agent,Torsten Wiesel,
290,/agents/XKrSjDA3UoBjEeBMbTEHaZ,agent,Christine B. Harrington,
291,/agents/d25wbkDHb5kt92U6RhsBom,agent,Robert L. Selman,
292,/agents/bXQsC3eYZj8Fpbu2tVhxuh,agent,Albert R Mann,
293,/agents/ZeWCFBG4kUYiQMEj2NuZR6,agent,Erwin Levold,"[{'expression': '1951-', 'begin': '1951', 'end': '1951', 'label': 'existence', 'type': 'single'}]"
294,/agents/kk2BS5HKhwpKzhxT4CYPua,agent,Claudia Goldin,
295,/agents/6Vt3GRdRzsgasWeAG4LWeP,agent,Charles E. Culpeper,
296,/agents/3cFU69sM2SWMwZGDwDwPtw,agent,Geraldine W. Dellenback,
297,/agents/i8kUzT9Bnh6FQ5JnAjj4sW,agent,"George H., Jr. Esser","[{'expression': '1921-2006', 'begin': '1921', 'end': '2006', 'label': 'existence', 'type': 'range'}]"
298,/agents/4xHjS9T7Hq8XhSmNm9WM64,agent,Barry Cohen,
299,/agents/jqx3et2cTUmZp8EMLqFfsL,agent,William Robert Taylor,"[{'expression': '1922-', 'begin': '1922', 'end': '1922', 'label': 'existence', 'type': 'single'}]"
300,/agents/DFAMHFFvD987GUW9eCvCU2,agent,Bernard McDonald,
301,/agents/mUYavhLADYhnShzMuEjzoK,agent,Philip Kasinitz,
302,/agents/aYbAgnigwFxEkFq62KmVTx,agent,Richard B. Freeman,
303,/agents/ToAAFsSxta2zsQ9s4uAqkQ,agent,Efim Semenovich London,"[{'expression': '1869-1939', 'begin': '1869', 'end': '1939', 'label': 'existence', 'type': 'range'}]"
304,/agents/eGobXv9zm8wqEJVBsqpsj3,agent,Fred L. Buswell,
305,/agents/XdvKcX96xUhUgjBctjoSBN,agent,Robert H. Bates,
306,/agents/GDBYyh94wNX46o7zDsMSBh,agent,Elizabeth Brody,
307,/agents/AYpHmoivLDxebBuVVgWU33,agent,Jagdish Bhagwati,
308,/agents/KKeNQswE6Dm2rQAPAFLBkw,agent,Alta Rockefeller Prentice,
309,/agents/ZrwALFtDRWjuJgTyqRBPzE,agent,Richard C. Robarts,
310,/agents/Pa7CYJN92tzM7BnMQzde7E,agent,Richard E. Salomon,
311,/agents/hjcFonaXXW3J3e9sWZeCMd,agent,Christian Joppke,
312,/agents/ZatLdaNjmSbt36zd82b8vd,agent,Naomi Gerstel,
313,/agents/cMH4z5u8VkuAfGYtXb5zf7,agent,David M. (David McFarland) Davis,"[{'expression': '1926-2007', 'begin': '1926', 'end': '2007', 'label': 'existence', 'type': 'range'}]"
314,/agents/L3jzonVyidkGtMk3GpYKr4,agent,Emma Rockefeller McAlpin,
315,/agents/eiayc8Ba77BAuKt2pjhBt5,agent,Keith R. Ihlanfeldt,
316,/agents/EsLyZBEqfqMgjcC5aTCV7c,agent,Harold L Russell,
317,/agents/TkbWmfS79WCfbgmQMPiCDK,agent,Michele Hiltzik,
318,/agents/gDpgTahLkzacmiAYZajSJJ,agent,Artur Isenberg,
319,/agents/TUnvgMDmwp4Sa4STNdchzY,agent,Stuart W. Elliott,
320,/agents/7Q9m9VvjDKnGNiK9TjwRmG,agent,Andrew Schotter,
321,/agents/e7bE7T5mnHBXGfvipcwoHa,agent,Mathilde Krim,"[{'expression': '1926-2018', 'begin': '1926', 'end': '2018', 'label': 'existence', 'type': 'range'}]"
322,/agents/YBsY3YqHG3mye52pbyyTDE,agent,Webster Todd,
323,/agents/6T2RszLRjPhZqCn6Ln7iMW,agent,Andrea Taylor,
324,/agents/BquDxit8Rbfud4BeAJzSWK,agent,Arnold J. (Arnold Jay) Levine,"[{'expression': '1939-', 'begin': '1939', 'end': '1939', 'label': 'existence', 'type': 'single'}]"
325,/agents/CjZZ3pP7HssoBsB2trVUjt,agent,James L. Gibson,
326,/agents/S6R5EH6GrViPhFVvvMH94Y,agent,Hugo Theorell,
327,/agents/BrEnJWZRFqmEFtMA6v6Q4C,agent,Edward Kimball,
328,/agents/nwxuzpNr35E4qavAVU7M2K,agent,Jose Barzelatto,
329,/agents/Zb7pFfFZzYKJbwBfVR3VjB,agent,Washington Irving,"[{'expression': '1783-1859', 'begin': '1783', 'end': '1859', 'label': 'existence', 'type': 'range'}]"
330,/agents/6jKZxtwWaKzn2bhhMHEuqr,agent,John Karl Scholz,
331,/agents/5TZqE4wsBV4VdvY9VJs2ir,agent,Charles A. (Charles August) Lindbergh,"[{'expression': '1859-1924', 'begin': '1859', 'end': '1924', 'label': 'existence', 'type': 'range'}]"
332,/agents/NC3fsbzr7HgMVXWZBh4Ehc,agent,Philippe Bourgois,
333,/agents/jTG94KbhXWQu4REuXvUgcK,agent,Sheldon Danziger,
334,/agents/XxbRricwwFS9gMGV8zGFEU,agent,Michael S. Teitelbaum,
335,/agents/DkiTkTrVWdEuKjY3H89fjM,agent,"Niels, 1885-1962 Bohr",
336,/agents/8J85j3eGTAehG3zG7CgRNq,agent,Julia Adams,
337,/agents/5P5C4h2mFqm9b6CNHgPqZh,agent,Mary (Mary E.) McClymont,
338,/agents/KwaBKyNCgetqpzHtKrFkuV,agent,Cynthia Bogard,
339,/agents/fgTkkSgy9Sb4QNvzXJjHmB,agent,Stuart F. Sucherman,
340,/agents/gCpwBXnpKvKABUSgTG3cvY,agent,Audrey Black,
341,/agents/N3PJxpCJzMNzgbF8ye2wXn,agent,Francoise J. Carre,
342,/agents/VMjZw3ViZvkmCfTg3Av7zN,agent,Yaw Nyarko,
343,/agents/Tz5f24hpyrAZ3mGb4fSQHJ,agent,Cordelia W. Reimers,
344,/agents/JGyiarqpyGkE5d7JLo2BRL,agent,Bessie Rockefeller Strong,
345,/agents/Ai3tUZVqapZpyBJBTeWKtT,agent,William Lyon Mackenzie King,
346,/agents/HudCsvZhgGNrpjtqJnNjPn,agent,F. F. (Forrest Frank) Hill,"[{'expression': '1900-1988', 'begin': '1900', 'end': '1988', 'label': 'existence', 'type': 'range'}]"
347,/agents/nirfV2gATBnuY3fimu9C5r,agent,Nathaniel Heintz,
348,/agents/b66XAkLE6AgDZjE59iqtEs,agent,Marc Chagall,"[{'expression': '1887-1985', 'begin': '1887', 'end': '1985', 'label': 'existence', 'type': 'range'}]"
349,/agents/g4HX4BrCZtZjMyQx62p5wu,agent,Warren O. Nelson,
350,/agents/6hygqQyAmE78KntgAg5Y7x,agent,Paul Simpson,
351,/agents/bCAfuxP6t26rjsXE39Bg5u,agent,Stephen P. Marks,"[{'expression': '1943', 'begin': '1943', 'end': '1943', 'label': 'existence', 'type': 'single'}]"
352,/agents/kJAhxeTBxLKLJ6qpD7hcwP,agent,Thomas J. Trebat,
353,/agents/NtB9XFJq8Yi2JNEobPEPJL,agent,Alison R. Bernstein,"[{'expression': '1947-2016', 'begin': '1947', 'end': '2016', 'label': 'existence', 'type': 'range'}]"
354,/agents/JSQtAfSTeZEc34o6cjnK78,agent,Brian Urquhart,
355,/agents/S4PKe8j8Cy5ALqJqyRwGA2,agent,David D. Arnold,"[{'expression': '1952', 'begin': '1952', 'end': '1952', 'label': 'existence', 'type': 'single'}]"
356,/agents/gqiDmmhqbwQKDjzePR6642,agent,Ruth Mayleas,
357,/agents/7KDYjatTAByZ9KHd3hemW9,agent,Richard A. (Richard Allen) Horovitz,"[{'expression': '1946-1991', 'begin': '1946', 'end': '1991', 'label': 'existence', 'type': 'range'}]"
358,/agents/Y5VUj7Drxv26wd6sRrXwcg,agent,Mark Elliott,
359,/agents/QSpQcbuXPKYFajmrp32Mce,agent,Mora L. McLean,
360,/agents/74WhBPt5nC3cWx98r6Ytmq,agent,Anne C. Kubisch,
361,/agents/ZFMXwTPoFbTuDRNNiaYHPP,agent,Peter C. Goldmark,"[{'expression': '1940', 'begin': '1940', 'end': '1940', 'label': 'existence', 'type': 'single'}]"
362,/agents/dJ8E3qwcQGozXs75QDGaNw,agent,Wenquan Zhang,
363,/agents/HxdxwkaPgHNDTYSnd543Qs,agent,Harry E. Wilhelm,
364,/agents/GvgNt9LpwtHaMgE68ULE9n,agent,Stephen Coate,
365,/agents/XBxcch2RLT6HW4GdbXgN5z,agent,Joleen Kirschenman,
366,/agents/26mffWmwzNydCWt2NM3Gz4,agent,Alsie Falconer,
367,/agents/cgNn5aSUHc5yZqWuWUbG6t,agent,Scott Brodie,
368,/agents/fjV3MDSa3G5qCaMtBtWb8D,agent,Alfred C. (Alfred Charles) Kinsey,"[{'expression': '1894-1956', 'begin': '1894', 'end': '1956', 'label': 'existence', 'type': 'range'}]"
369,/agents/UHNBLniH2T4GnQYgFDEKph,agent,Douglas Merritt Whitaker,"[{'expression': '1904-', 'begin': '1904', 'end': '1904', 'label': 'existence', 'type': 'single'}]"
370,/agents/FGNekcN2VzhmwGunEAH6Sv,agent,Christopher Pauling,
371,/agents/cdvgXoaUUgdhxYdz2vP782,agent,Mary Loftus,
372,/agents/oLUn6wN576PUfLJBiPdpAS,agent,Theodor Muller,
373,/agents/2SD8ENhVBCQBq7E4gxpktn,agent,Neil G. Bennett,
374,/agents/B4XiJzfeT68GihKNpYLaCb,agent,Chester Irving Barnard,"[{'expression': '1886-1961', 'begin': '1886', 'end': '1961', 'label': 'existence', 'type': 'range'}]"
375,/agents/63Jjt7uJuatZgvBs9Fkrnc,agent,Merrimon Cuninggim,"[{'expression': '1911-1995', 'begin': '1911', 'end': '1995', 'label': 'existence', 'type': 'range'}]"
376,/agents/GcZr6MVw9utiVszSWzinx2,agent,"Jerome D. (Jerome Davis), 1874-1955 Greene",
377,/agents/jPX2JadMYFnvtWKR8B93dN,agent,William I. Paulding,
378,/agents/ZtpYcReak7GSmYTiqoyk8F,agent,Anne E. Becker,
379,/agents/FbrDtN7jB8kfiFHob34AKC,agent,Jane Waldfogel,
380,/agents/F2WmNJJh75eZeiHEha6jS8,agent,David E. Bell,"[{'expression': '1919-2000', 'begin': '1919', 'end': '2000', 'label': 'existence', 'type': 'range'}]"
381,/agents/NoCEnPWUvQbRaxyH2GyLdK,agent,Becky Petit,
382,/agents/XFiFqSNmAhRUjVtDawxsTm,agent,Wallace K. (Wallace Kirkman) Harrison,"[{'expression': '1895-1981', 'begin': '1895', 'end': '1981', 'label': 'existence', 'type': 'range'}]"
383,/agents/V3mAeiLyjP4xM4djHLxwdB,agent,Christine B. Wing,"[{'expression': '1949', 'begin': '1949', 'end': '1949', 'label': 'existence', 'type': 'single'}]"
384,/agents/mBeF6NsQr7dRbjhqtt9aMh,agent,Edwin C Bearss,
385,/agents/ajeQbuewVyVq6QFFkAH7BN,agent,Henry T. (Henry Townley) Heald,"[{'expression': '1904-1975', 'begin': '1904', 'end': '1975', 'label': 'existence', 'type': 'range'}]"
386,/agents/Q46aPhuy6svFySKtLFefJS,agent,Doris Manville,
387,/agents/UgTtNmaLhc7KtheadBoA5F,agent,Michele Lamont,
388,/agents/BfV7qMrVUfirzL8o7Gcesn,agent,Philip Moss,
389,/agents/6PKRZjifF9NyL5QZ8webFw,agent,Herbert Ginsburg,
390,/agents/f8ZFogjmHV5oTaXznz6RRS,agent,Raymond H. Wilkens,
391,/agents/BEK3hJ3UmgrbBMtzxDnoG7,agent,Roswell B. Perkins,
392,/agents/P9BdGW2GavtbHN6P83TU2X,agent,Max Planck,"[{'expression': '1858-1947', 'begin': '1858', 'end': '1947', 'label': 'existence', 'type': 'range'}]"
393,/agents/6ruvSozPSDTZHRtqVkBMjj,agent,Nobuko Inuma,
394,/agents/ez3hPTSnffLSGvur7f6BkJ,agent,Eugene Sunderlin,
395,/agents/HAx3GQSLE5SK3g3enGLTB3,agent,Stuart Burden,
396,/agents/dsLRypcAGHpfTsa5BcVNSu,agent,Wilbur A. (Wilbur Augustus) Sawyer,"[{'expression': '1879-1951', 'begin': '1879', 'end': '1951', 'label': 'existence', 'type': 'range'}]"
397,/agents/eQK49Y9gFPJDtxtwPK78qW,agent,Karen Morrell,
398,/agents/BSGB4Mpr2fQvo4rf5dDev5,agent,David K. Lelewar,
399,/agents/2WAyeqNqCuogDy9Ws5gfVp,agent,Gary Mucciaroni,
400,/agents/KHZU3VyZyCnSsEnQ8GV8vk,agent,"Seldon J Segal,",
401,/agents/XTnXVeUDLyjhucGShTh96s,agent,Mary Beard,"[{'expression': '1876-1946', 'begin': '1876', 'end': '1946', 'label': 'existence', 'type': 'range'}]"
402,/agents/9U5seW7etfYRKZXkRXC3CD,agent,John J. (John Jay) McCloy,"[{'expression': ' 1895-1989', 'begin': '1895', 'end': '1989', 'label': 'existence', 'type': 'range'}]"
403,/agents/kkpuqC2w6DoJsrWHbwgUBQ,agent,Jiri Vecernik,
404,/agents/LcHbBB2qNB8dLhxiyPQ4LG,agent,Avinash Dixit,
405,/agents/LmtPunntDkicuCRw3STKF7,agent,Diego Gambetta,"[{'expression': '1952-', 'begin': '1952', 'end': '1952', 'label': 'existence', 'type': 'single'}]"
406,/agents/8AgYyrwSoMtMbjbu5tZ8uL,agent,Richard M. Krasno,
407,/agents/R5FvdbHgJGjWcCTWCPSDrL,agent,Francis A. Jamieson,
408,/agents/NqjCHxxWEjFLxM8DhvdpVz,agent,Michael A. Stoll,
409,/agents/NbK4DTgJ2upmi6djWfErsp,agent,Richard W. Dye,
410,/agents/3k5fnWZpn2uLLHCGFYWszJ,agent,James G. Hellmuth,
411,/agents/Vzpm5xZUooM6AGMcbu79dW,agent,Debra Lamb,
412,/agents/ZeTNfRcArokQgESkVBAiWW,agent,Camille Zubrinsky,
413,/agents/6oXp9tDxK8nTmVqfdPQnt3,agent,Scott Barbuto,
414,/agents/AkssVdeijxaqQa9utAXNBc,agent,Aviva Zelzer-Zubida,
415,/agents/KEVBFefNfKs86BaMobHR2i,agent,Jacob Glazer,
416,/agents/JhZLbzvncAA8bjL3vFya44,agent,James Barger,
417,/agents/heais4dEPMCySyYSsLnKwF,agent,Helen Tsigaras,
418,/agents/7iTxehTyh2EQeM5EpCBFiS,agent,Diane Van Wie,
419,/agents/aM94XvmNQqXJ3N4phAn6r5,agent,James A. (James Augustine) Shannon,"[{'expression': '1904-1994', 'begin': '1904', 'end': '1994', 'label': 'existence', 'type': 'range'}]"
420,/agents/bVRj6xadAgFSdkrGN9ujSn,agent,Mahnaz lspahani,
421,/agents/WCQ5fVUqo4gKZDpexxvnqx,agent,Alan Jenkins,
422,/agents/ZV36C7kYhVk7PaLCHoRybk,agent,Kyle C. Reis,
423,/agents/eGtvUVStu2KnPWifQbTDDA,agent,Frank Romo,
424,/agents/Yz6nfecUbM4vwKZ6r3T2Qo,agent,Beatrix Farrand,"[{'expression': '1872-1959', 'begin': '1872', 'end': '1959', 'label': 'existence', 'type': 'range'}]"
425,/agents/8nqkjANPs4NceVjyoNfeFi,agent,Magda Gabor-Hotchkiss,
426,/agents/LanrgEB5Gix592nwXCrRB9,agent,F. Elizabeth Crowell,"[{'expression': '1875-1950', 'begin': '1875', 'end': '1950', 'label': 'existence', 'type': 'range'}]"
427,/agents/4gWinKmGob8bHpeTFcUn7Z,agent,James T. Ivy,
428,/agents/V5BdEJBLJFeFVUS8vGjPBH,agent,Charles Keppel,
429,/agents/gfj4Nufmxjg4p9uR6YWxPr,agent,Nolan McCarty,
430,/agents/3DPvU3SZB5ibt8fTKCh5qJ,agent,Shana Levin,
431,/agents/JjB7Zjd7X66NzGfzwmR44p,agent,Edmund S. Phelps,
432,/agents/MsGMvE5WxPt7jvYELr2yVF,agent,Edith Rockefeller McCormick,"[{'expression': '1872-1932', 'begin': '1872', 'end': '1932', 'label': 'existence', 'type': 'range'}]"
433,/agents/HphPdM9phEFcEHxHugV3xK,agent,Haldore Hanson,"[{'expression': '1912-1992', 'begin': '1912', 'end': '1992', 'label': 'existence', 'type': 'range'}]"
434,/agents/bSkLLdQJoAEoUgHuLPeUN4,agent,Donna R. Mitchell,
435,/agents/mHvqAgfSfpnJYQzDGzDTpr,agent,Douglas Ensminger,"[{'expression': '1910-1989', 'begin': '1910', 'end': '1989', 'label': 'existence', 'type': 'range'}]"
436,/agents/ULW3XX6CQFqsjF6u2BAuLC,agent,Edwin Melendez,
437,/agents/WHXTZfpP8CZfZnx5W7zjFz,agent,Debra Gimlin,
438,/agents/nZRace8d5DA3fPD5JGqQHV,agent,June H. Zeitlin,
439,/agents/5oKoZdxHJQabwFM2rDHyJm,agent,Roger Greene,"[{'expression': '1881-1947', 'begin': '1881', 'end': '1947', 'label': 'existence', 'type': 'range'}]"
440,/agents/3MhTgJA8s3g6za7a7QZUnT,agent,Alice Victor,
441,/agents/W9EvPQ7mZgGTLaStvEf22J,agent,Thomas J. Csordas,
442,/agents/EQW6shaPptPLCoi4S6ivq8,agent,Paul F. Russell,"[{'expression': '1894-1983', 'begin': '1894', 'end': '1983', 'label': 'existence', 'type': 'range'}]"
443,/agents/dNbdmkyNYxTQjcr8K6PAdb,agent,Gene Wyckoff,
444,/agents/WafLseJbLSKuuj58BNSPX2,agent,Zoya Simakhodskaya,
445,/agents/j7SEStyxKUMzzMq7uxdq4W,agent,Kenneth S. Warren,
446,/agents/MQam6S7oNhED5ZRSgRu2p5,agent,Maya Harris,
447,/agents/mfpPwY52nrzx46Ehoj6TY2,agent,Barbara Hatton,
448,/agents/DjUHSXMpJ2ofSS6uG9w6yX,agent,Svetlana Mojsov,
449,/agents/kprqMhUfq4NurkWu3q4m4u,agent,Michael Schwartz,
450,/agents/kLZV8vZyBFaaPHcwswj3dH,agent,Leland C. DeVinney,"[{'expression': '1906-1998', 'begin': '1906', 'end': '1998', 'label': 'existence', 'type': 'range'}]"
451,/agents/XJhxNhBNGreBaPgtU5jhKK,agent,Janet R. Houghton,
452,/agents/hxo2Sm7mJ87gUCPy2rtsUC,agent,Marjorie Martus,
453,/agents/hXjGCDWieFsCY6CKQQtsSA,agent,James U. Norris,
454,/agents/H47Zgbd2xopV6M4PiZcvxy,agent,Jerry A. Jacobs,
455,/agents/ne8qJ2eeF7q9FJmjENhiGn,agent,Jim Sidanius,
456,/agents/Zd4qNne9GEExLh9JJ3gGwU,agent,Fred E. (Fred Eugene) Crossland,"[{'expression': '1920', 'begin': '1920', 'end': '1920', 'label': 'existence', 'type': 'single'}]"
457,/agents/42EmGdToykxBaxXRdEKiuZ,agent,Keith T.  Poole,
458,/agents/XNPqQNULCxVmWqXoW8sshY,agent,Abby Milton O'Neill,
459,/agents/Qr3g9N9b7TvWr7o9XF72ny,agent,Sydel Silverman,
460,/agents/dznbNhb3Gd9hEpgCcmaSvh,agent,George F. Gant,
461,/agents/EJ9GRn6eVFFxbGSs9LCvHb,agent,Gregory DeFreitas,
462,/agents/i8zhZ7eRm6jdj6hpuVmSJ4,agent,Lottie Chaikin Plaut,
463,/agents/TaztrHgYRRD2QaxetMiTV9,agent,Lynn Hickey Schultz,
464,/agents/62zT98DV9EabLxzcsjNyve,agent,John Markle,
465,/agents/SXDsvszHYoWpgLufmow35J,agent,William Greenleaf,"[{'expression': '1917-1975', 'begin': '1917', 'end': '1975', 'label': 'existence', 'type': 'range'}]"
466,/agents/iGJBLtygoG4wRmbxQKotaC,agent,Ruben G. Rumbaut,
467,/agents/XMGw7uYP9hjGVUX8cjFbCj,agent,Richard Allison,
468,/agents/Khx9VfHrYQQotmw6JKfFsh,agent,Kalman H.  Silvert,
469,/agents/2K2vXb7biTF8D2jHFDR9EN,agent,Frank Brink,
470,/agents/TjY6aHSFTXekDvB7Fmbq9V,agent,Stephen Schoenbaum,
471,/agents/H8LRdFhn7DRzymsKwwCXyD,agent,Bruce G. Carruthers,
472,/agents/DHixWpKuT9CXxNnMYc4wfh,agent,Edgar D. Draper,
473,/agents/SPk5TBTZNf5bPeJtndFfgV,agent,Paul W. Stanley,
474,/agents/KxyCVxVJvJmyw28ro7W5Vz,agent,Andrew Carnduff Ritchie,
475,/agents/3uc6mWYEKsKrvfgu9Shkk8,agent,David Halle,
476,/agents/9uUYG7H5LPaRJbggo4Vq2u,agent,Bob Wands,
477,/agents/ELxc83SVWaRxj9Rbc3oiZp,agent,"Clayton W., Jr. Frye",
478,/agents/jF5r7UXeEFVtxZyQEmXP68,agent,Paul Duke,
479,/agents/3f5ZVcDY8gYPzoqpiLWJNN,agent,Christopher Kennan,
480,/agents/7sfMGDy687MNKuQukLRAn6,agent,Lingxin Hao,
481,/agents/Z4o4t4b6CmwnFLrrUGEgPw,agent,Max Pinkus,"[{'expression': '1857-1934', 'begin': '1857', 'end': '1934', 'label': 'existence', 'type': 'range'}]"
482,/agents/Q8VQ36TFS3sJxKZZ9XiDPo,agent,Zhen Chao Qian,
483,/agents/KGCMs2z8UiNSVLfb55rdvD,agent,William O. Sweeney,"[{'expression': '1931-1987', 'begin': '1931', 'end': '1987', 'label': 'existence', 'type': 'range'}]"
484,/agents/cgqVY8SwZoc7a9KfenAigc,agent,John Rudd,
485,/agents/88zKMANjzRPqepwbmhyQMs,agent,Katherine Kuder,
486,/agents/HCnqHU3jbH6hNk7KA2putQ,agent,Harry J. Holzer,
487,/agents/n9Lu9EMDhRCXZjwqAmxaP2,agent,Torsten Wiesel,
488,/agents/XKrSjDA3UoBjEeBMbTEHaZ,agent,Christine B. Harrington,
489,/agents/d25wbkDHb5kt92U6RhsBom,agent,Robert L. Selman,
490,/agents/bXQsC3eYZj8Fpbu2tVhxuh,agent,Albert R Mann,
491,/agents/ZeWCFBG4kUYiQMEj2NuZR6,agent,Erwin Levold,"[{'expression': '1951-', 'begin': '1951', 'end': '1951', 'label': 'existence', 'type': 'single'}]"
492,/agents/kk2BS5HKhwpKzhxT4CYPua,agent,Claudia Goldin,
493,/agents/6Vt3GRdRzsgasWeAG4LWeP,agent,Charles E. Culpeper,
494,/agents/3cFU69sM2SWMwZGDwDwPtw,agent,Geraldine W. Dellenback,
495,/agents/i8kUzT9Bnh6FQ5JnAjj4sW,agent,"George H., Jr. Esser","[{'expression': '1921-2006', 'begin': '1921', 'end': '2006', 'label': 'existence', 'type': 'range'}]"
496,/agents/4xHjS9T7Hq8XhSmNm9WM64,agent,Barry Cohen,
497,/agents/jqx3et2cTUmZp8EMLqFfsL,agent,William Robert Taylor,"[{'expression': '1922-', 'begin': '1922', 'end': '1922', 'label': 'existence', 'type': 'single'}]"
498,/agents/DFAMHFFvD987GUW9eCvCU2,agent,Bernard McDonald,
499,/agents/mUYavhLADYhnShzMuEjzoK,agent,Philip Kasinitz,
500,/agents/2ThCeTMndKKA7icswD8cfY,agent,Alice S. Victor,
501,/agents/2G2UZ5TWn777qsoCFQ32Ge,agent,Bruce S. McEwen,
502,/agents/R7o8VxHboeLg783wS4tZp9,agent,Carleton B. Chapman,
503,/agents/DNMm3tcYErrcrJVRoq36sh,agent,Richard S. Sharpe,
504,/agents/UEjVhDkUZE3xKoTWxgecXh,agent,M. Patricia Fernandez Kelly,
505,/agents/BJwyjyCCrZUKUDmnXr4ipJ,agent,Geraldine R. (Geraldine Rockefeller) Dodge,"[{'expression': '1882-1973', 'begin': '1882', 'end': '1973', 'label': 'existence', 'type': 'range'}]"
506,/agents/LYt3xbqJKSbxzZMi8yXaht,agent,Scott Sernau,
507,/agents/Jfa2EdYSYKdpjTwXQ2UCeS,agent,Andrew E. Clark,
508,/agents/7WRNEtEpmzc3FT5rsJ5Qr7,agent,Barry A. Passett,
509,/agents/2ELUNKHUHYCr8wnBPRDLWP,agent,Harmon Goldstone,
510,/agents/Nkb5hmHE7ESBM5Fz6HNRC9,agent,Ryan A. Smith,
511,/agents/mFJPGBWZM4ZTcyrVzw8amb,agent,Richard Swedberg,
512,/agents/ZEwtPpHMMkDvm8AW7ZenCB,agent,Alessandra Casella,
513,/agents/79sSWRd943Ba4aMhEWaE3M,agent,Sherman E. (Sherman Elbridge) Johnson,"[{'expression': '1908', 'begin': '1908', 'end': '1908', 'label': 'existence', 'type': 'single'}]"
514,/agents/JcZcZiJmF2mcnGWNwXuj4s,agent,Elisabeth S. Clemens,
515,/agents/JzxsCdHzKqd8BWd5ZmHW5Q,agent,Miriam A. Golden,
516,/agents/TQdppo27ZbjeawFKmLHpuU,agent,Anita Isaacs,"[{'expression': '1958', 'begin': '1958', 'end': '1958', 'label': 'existence', 'type': 'single'}]"
517,/agents/WeiRDzAJSScBFicVbf4jS3,agent,Chris Tilly,
518,/agents/kusrUNhaSUjiN6f2voFbzV,agent,Hermann Pinkus,
519,/agents/ZUjoZomG7zrT3RBZjZTmcR,agent,Carrie Lee Jacobs Henderson,
520,/agents/dPqwtAaQSnHCsKGs2WgcPr,agent,Marsha R. Hunter,
521,/agents/bi37tbjkbKTAcJNpqdRp7N,agent,Stacey Sinclair,
522,/agents/i7aShKYjda4yW4MW9d7mXw,agent,James M. Cannon,"[{'expression': '1918-', 'begin': '1918', 'end': '1918', 'label': 'existence', 'type': 'single'}]"
523,/agents/HQhJbesvyqL2w4ayMT5uSE,agent,Anna M. Richardson Harkness,"[{'expression': '1837-1926', 'begin': '1837', 'end': '1926', 'label': 'existence', 'type': 'range'}]"
524,/agents/7MEpdyUYFtszek2gnYhkbd,agent,Wallace F. Worthley,
525,/agents/6QjhhGzbC6Zy2XqASohVJ3,agent,Malcolm Aldrich,
526,/agents/5NeYdeX7EEAqWEezjFHCWu,agent,Floyd Ratliff,
527,/agents/ZJELVZqN5kWLLmRmHHpcTB,agent,John Auer,
528,/agents/Jv7amySQQVPJqf77D5Gy63,agent,Kenneth Chorley,"[{'expression': '1893-1974', 'begin': '1893', 'end': '1974', 'label': 'existence', 'type': 'range'}]"
529,/agents/c5BXUS7CXCQjFWpBUjQUsv,agent,Geddes Smith,
